category,adjective
water_jump_upper,Dauphinesque
water_jump_upper,Éclabousseur
water_jump_upper,Jaillissant
water_jump_upper,Surfeur
water_jump_upper,Clapoteur
water_jump_upper,Saumon bondissant
water_jump_upper,Geyser
water_jump_upper,Déferlant
ice_time_upper,Glacé
ice_time_upper,Givré
ice_time_upper,Arctique
ice_time_upper,Frigorifié
ice_time_upper,Patineur
ice_time_upper,Polaire
ice_time_upper,Permafrosté
ice_time_upper,Blizzardeux
ice_time_upper,Enneigé
ice_time_upper,Grelottant
springs_upper,Catapulté
springs_upper,Propulsé
springs_upper,Fusée
springs_upper,Élastique
springs_upper,Supersonique
springs_upper,Tremplin
springs_upper,Lance-pierre
springs_upper,Turbo
springs_upper,Balistique
springs_upper,Éjecté
direction_changes_upper,Indécis
direction_changes_upper,Paniqué
direction_changes_upper,Nerveux
direction_changes_upper,Erratique
direction_changes_upper,Affolé
direction_changes_upper,Zigzagueur
direction_changes_upper,Éparpillé
direction_changes_upper,Girouette
direction_changes_upper,Versatile
direction_changes_upper,Papillonnant
direction_changes_lower,Déterminé
direction_changes_lower,Résolu
direction_changes_lower,Inébranlable
direction_changes_lower,Concentré
direction_changes_lower,Décisif
direction_changes_lower,Volontaire
direction_changes_lower,Imperturbable
direction_changes_lower,Inflexible
direction_changes_lower,Opiniâtre
direction_changes_lower,Tenace
height_upper,Aérien
height_upper,Céleste
height_upper,Culminant
height_upper,Planant
height_upper,Stratosphérique
height_upper,Vertigineux
height_upper,Perché
height_upper,Zénithal
height_upper,Alpin
critter_disruptor_upper,Perturbateur
critter_disruptor_upper,Sème-pagaille
critter_disruptor_upper,Terrorisant
critter_disruptor_upper,Chaotique
critter_disruptor_upper,Ravageur
critter_disruptor_upper,Trublion
critter_disruptor_upper,Trouble-fête
critter_disruptor_upper,Saboteur
fly_proximity_upper,Bourdonnant
fly_proximity_upper,Mouche-aimant
fly_proximity_upper,Essaimé
fly_proximity_upper,Moucheronné
fly_proximity_upper,Bzz-bzz
fly_proximity_upper,Entomophile
fly_proximity_upper,Moustiqué
fly_proximity_upper,Nébuleux d'insectes
poop_upper,Prolifique
poop_upper,Fertiliseur
poop_upper,Sème-crottes
poop_upper,Bouse-machine
poop_upper,Engraiseur
poop_upper,Crotte-express
poop_upper,Fumeur de prés
poop_upper,Intestin libre
