category,adjective
deaths_lower,Tough-as-nails
deaths_lower,Diamond-skinned
jumps_upper,Hyperactive
jumps_upper,Springy
jumps_upper,Manic
jumps_upper,Caffeinated
jumps_upper,Boing-boing
jumps_upper,Pogo-legged
jumps_upper,Restless
jumps_upper,Bouncing
jumps_upper,Leaping
jumps_upper,Exuberant
jumps_upper,Sky-bound
jumps_upper,Airborne
jumps_upper,Kangaroo-like
jumps_upper,Spastic
jumps_upper,Twitchy
jumps_lower,Grounded
jumps_lower,Planted
jumps_lower,Earthbound
jumps_lower,Rooted
jumps_lower,Anchored
jumps_lower,Flat-footed
jumps_lower,Steady
jumps_lower,Unshakeable
jumps_lower,Immovable
jumps_lower,Stubborn
jumps_lower,Heavy-footed
jumps_lower,Leaden
jumps_lower,Stoic
jumps_lower,Unmoved
jumps_lower,Statuesque
water_time_upper,Aquatic
water_time_upper,Amphibious
water_time_upper,Waterlogged
water_time_upper,Deep-diving
water_time_upper,Soggy
water_time_upper,Saturated
water_time_upper,Submerged
water_time_upper,Swimming
water_time_upper,Dripping
water_time_upper,Drenched
water_time_upper,Tidal
water_time_upper,Nautical
water_time_upper,Oceanic
water_time_upper,Briny
water_time_upper,Fish-like
water_jump_upper,Dolphin-like
water_jump_upper,Breaching
water_jump_upper,Splashing
water_jump_upper,Porpoising
water_jump_upper,Surf-riding
water_jump_upper,Wave-hopping
water_jump_upper,Leaping-salmon
water_jump_upper,Geyser-powered
water_jump_upper,Sea-sprung
water_jump_upper,Torrent-born
ice_time_upper,Frostbitten
ice_time_upper,Glacial
ice_time_upper,Ice-skating
ice_time_upper,Frozen
ice_time_upper,Arctic
ice_time_upper,Chilly
ice_time_upper,Frost-kissed
ice_time_upper,Ice-crusted
ice_time_upper,Permafrost
ice_time_upper,Blizzard-born
ice_time_upper,Snow-dusted
ice_time_upper,Sub-zero
ice_time_upper,Frigid
ice_time_upper,Winterized
ice_time_upper,Slippery
springs_upper,Spring-loaded
springs_upper,Catapulted
springs_upper,Launched
springs_upper,Propelled
springs_upper,Rocket-powered
springs_upper,Trampoline-loving
springs_upper,Turbo-boosted
springs_upper,Slingshot
springs_upper,Elastic
springs_upper,Rebounding
springs_upper,Ejected
springs_upper,Ballistic
springs_upper,Jet-propelled
springs_upper,Booster-fueled
springs_upper,Supersonic
direction_changes_upper,Flighty
direction_changes_upper,Scared
direction_changes_upper,Nervous
direction_changes_upper,Jittery
direction_changes_upper,Indecisive
direction_changes_upper,Twitchy
direction_changes_upper,Frantic
direction_changes_upper,Panicky
direction_changes_upper,Scatterbrained
direction_changes_upper,Zigzagging
direction_changes_upper,Erratic
direction_changes_upper,Fidgety
direction_changes_upper,Skittish
direction_changes_upper,Waffling
direction_changes_upper,Flustered
direction_changes_lower,Bold
direction_changes_lower,Surefooted
direction_changes_lower,Confident
direction_changes_lower,Determined
direction_changes_lower,Resolute
direction_changes_lower,Unwavering
direction_changes_lower,Single-minded
direction_changes_lower,Purposeful
direction_changes_lower,Focused
direction_changes_lower,Steadfast
direction_changes_lower,Unflinching
direction_changes_lower,Unyielding
direction_changes_lower,Decisive
direction_changes_lower,Iron-willed
direction_changes_lower,Unshakeable
height_upper,Sky-dwelling
height_upper,Cloud-hopping
height_upper,Soaring
height_upper,High-flying
height_upper,Lofty
height_upper,Elevated
height_upper,Skyward
height_upper,Summit-seeking
height_upper,Peak-climbing
height_upper,Mountaintop
height_upper,Stratospheric
height_upper,Towering
height_upper,Zenith-bound
critter_disruptor_upper,Disruptive
critter_disruptor_upper,Terrorizing
critter_disruptor_upper,Harassing
critter_disruptor_upper,Exterminating
critter_disruptor_upper,Frightening
critter_disruptor_upper,Beast-bothering
critter_disruptor_upper,Havoc-wreaking
fly_proximity_upper,Buzzing
fly_proximity_upper,Swarm-kissed
fly_proximity_upper,Fly-whispering
fly_proximity_upper,Buzz-bathed
fly_proximity_upper,Gnat-clouded
fly_proximity_upper,Bug-wreathed
fly_proximity_upper,Midge-mantled
poop_upper,Prolific-pooper
poop_upper,Fertilizing
poop_upper,Trail-leaving
poop_upper,Pellet-dropping
poop_upper,Dung-dealing
poop_upper,Plop-prone
poop_upper,Bowel-blessed
poop_upper,Turd-turfing
poop_upper,Fecalferious
poop_upper,Scat-tastic
