category,adjective
jumps_upper,कंगारू
jumps_upper,मतवाला
jumps_upper,उड़नखटोला
jumps_lower,स्थिर
jumps_lower,अचल
jumps_lower,ज़मीनी
jumps_lower,पत्थरवत
jumps_lower,अडिग
jumps_lower,धैर्यवान
jumps_lower,जड़ जमाया
jumps_lower,निश्चल
jumps_lower,भारीभरकम
jumps_lower,स्तम्भवत
water_time_upper,जलचर
water_time_upper,भीगा-भीगा
water_time_upper,तैराक
water_time_upper,डुबकीबाज़
water_time_upper,सागरी
water_time_upper,जलपरी
water_time_upper,नदी-वासी
water_time_upper,पनडुब्बी
water_time_upper,मगरमच्छी
water_time_upper,जलक्रीड़ी
water_jump_upper,मछली-कूद
water_jump_upper,लहरतोड़
water_jump_upper,छपाक
water_jump_upper,जलक्रीड़ा
water_jump_upper,उफ़नता
water_jump_upper,डॉल्फ़िन
water_jump_upper,फव्वारा
water_jump_upper,तरंगी
ice_time_upper,बर्फ़ीला
ice_time_upper,ठंडा-ठार
ice_time_upper,हिमशीतल
ice_time_upper,जमा-जमाया
ice_time_upper,फ़िसलन
ice_time_upper,तुषारी
ice_time_upper,ध्रुवीय
ice_time_upper,शीतलहर
ice_time_upper,बर्फ़बाज़
ice_time_upper,हिमालयी
springs_upper,उछलता
springs_upper,गुलेल
springs_upper,रॉकेट
springs_upper,ट्रम्पोलीन
springs_upper,प्रक्षेपित
springs_upper,तीरवत
springs_upper,कमानी
springs_upper,धनुर्धर
springs_upper,लपलपाता
springs_upper,छलांगी
direction_changes_upper,भटकैया
direction_changes_upper,घबराया
direction_changes_upper,अनिश्चित
direction_changes_upper,इधर-उधर
direction_changes_upper,बौखलाया
direction_changes_upper,डगमग
direction_changes_upper,दुविधाग्रस्त
direction_changes_upper,हलचली
direction_changes_upper,विचलित
direction_changes_upper,चक्करघिन्नी
direction_changes_lower,दृढ़
direction_changes_lower,एकाग्र
direction_changes_lower,निश्चयी
direction_changes_lower,अविचलित
direction_changes_lower,लक्ष्यभेदी
direction_changes_lower,संकल्पी
direction_changes_lower,अडोल
direction_changes_lower,अखंड
direction_changes_lower,निर्भीक
direction_changes_lower,पक्का
height_upper,गगनचुम्बी
height_upper,आसमानी
height_upper,ऊंचाई-प्रेमी
height_upper,पर्वतीय
height_upper,शिखरवासी
height_upper,बादलछू
height_upper,उड़नतश्तरी
height_upper,अम्बरी
height_upper,चोटीवाला
critter_disruptor_upper,उपद्रवी
critter_disruptor_upper,तहलका
critter_disruptor_upper,उत्पाती
critter_disruptor_upper,हड़कंप
critter_disruptor_upper,तबाही-मचाऊ
critter_disruptor_upper,अफ़रातफ़री
critter_disruptor_upper,शोरगुल
critter_disruptor_upper,खलनायक
fly_proximity_upper,मक्खी-मित्र
fly_proximity_upper,भिनभिनाता
fly_proximity_upper,कीटवेष्टित
fly_proximity_upper,मच्छरों-वाला
fly_proximity_upper,गुनगुनाता
fly_proximity_upper,भँवरा-संगी
fly_proximity_upper,कीड़ों-का-राजा
fly_proximity_upper,मधुमक्खी-प्रिय
poop_upper,शौचवीर
poop_upper,खाद-कारख़ाना
poop_upper,गोली-गिराऊ
poop_upper,उर्वरक
poop_upper,निशानछोड़
poop_upper,ढेर-लगाऊ
poop_upper,बम-गिराऊ
poop_upper,पेटखाली
