category,adjective
deaths_upper,Capenga
deaths_lower,Invencível
deaths_lower,Imortal
deaths_lower,Indestrutível
deaths_lower,Resistente
deaths_lower,Blindado
deaths_lower,Eterno
deaths_lower,Couraçado
deaths_lower,Imune
deaths_lower,Intocável
jumps_upper,Hiperativo
jumps_upper,Saltitante
jumps_upper,Elétrico
jumps_upper,Canguru
jumps_upper,Inquieto
jumps_upper,Pulguinha
jumps_upper,Pipoqueiro
jumps_upper,Pirueta
jumps_upper,Pula-pula
jumps_upper,Espevitado
jumps_lower,Enraizado
jumps_lower,Plantado
jumps_lower,Inabalável
jumps_lower,Fixo
jumps_lower,Firme
jumps_lower,Pesadão
jumps_lower,Grudado no chão
jumps_lower,Estático
jumps_lower,Imóvel
jumps_lower,Cimentado
water_time_upper,Anfíbio
water_time_upper,Encharcado
water_time_upper,Aquático
water_time_upper,Mergulhador
water_time_upper,Ensopado
water_time_upper,Marinheiro
water_time_upper,Submarino
water_time_upper,Peixão
water_time_upper,Oceânico
water_time_upper,Abissal
water_jump_upper,Golfinho
water_jump_upper,Esguichante
water_jump_upper,Surfista
water_jump_upper,Chapinhador
water_jump_upper,Jorrante
water_jump_upper,Piranha voadora
water_jump_upper,Espirrador
water_jump_upper,Maremoto
ice_time_upper,Congelado
ice_time_upper,Glacial
ice_time_upper,Ártico
ice_time_upper,Gelado
ice_time_upper,Patinador
ice_time_upper,Frigorento
ice_time_upper,Coberto de gelo
ice_time_upper,Nevasca
ice_time_upper,Escorregadio
ice_time_upper,Hibernante
springs_upper,Catapultado
springs_upper,Propulsado
springs_upper,Foguete
springs_upper,Elástico
springs_upper,Supersônico
springs_upper,Lançado
springs_upper,Estilingue
springs_upper,Turbo
springs_upper,Balístico
springs_upper,Ejetado
direction_changes_upper,Indeciso
direction_changes_upper,Desnorteado
direction_changes_upper,Errático
direction_changes_upper,Atrapalhado
direction_changes_upper,Ziguezagueante
direction_changes_upper,Afoito
direction_changes_upper,Avoado
direction_changes_upper,Biruta
direction_changes_upper,Confuso
direction_changes_upper,Cambaleante
direction_changes_lower,Decidido
direction_changes_lower,Resoluto
direction_changes_lower,Inabalável
direction_changes_lower,Focado
direction_changes_lower,Determinado
direction_changes_lower,Cabeça-dura
direction_changes_lower,Inflexível
direction_changes_lower,Obstinado
direction_changes_lower,Convicto
direction_changes_lower,Tenaz
height_upper,Celestial
height_upper,Voador
height_upper,Altíssimo
height_upper,Planador
height_upper,Estratosférico
height_upper,Vertiginoso
height_upper,Empinado
height_upper,Andino
height_upper,Nuvemzeiro
critter_disruptor_upper,Perturbador
critter_disruptor_upper,Arruaceiro
critter_disruptor_upper,Terrorista de bichos
critter_disruptor_upper,Caótico
critter_disruptor_upper,Devastador
critter_disruptor_upper,Encrenqueiro
critter_disruptor_upper,Baderneiro
critter_disruptor_upper,Desordeiro
fly_proximity_upper,Zumbidor
fly_proximity_upper,Moscador
fly_proximity_upper,Atrai-moscas
fly_proximity_upper,Enxameado
fly_proximity_upper,Bzz-bzz
fly_proximity_upper,Mosquiteiro
fly_proximity_upper,Nuvem de insetos
fly_proximity_upper,Marimbondo
poop_upper,Cagão
poop_upper,Fertilizante
poop_upper,Soltador
poop_upper,Adubador
poop_upper,Prolífico
poop_upper,Bosteiro
poop_upper,Deixa-rastro
poop_upper,Intestino livre
